"","Position","Player","Tour_Match","Team","Metres_Gained","Carries","Passes","Tackles","Missed_Tackles","Turnovers_Won","Turnovers_Conceded","Defenders_Beaten","Try_Assists","Offloads","Clean_Breaks","Lineouts_Won","Lineouts_Stolen","Match_Data_File"
"291",8,"Taulupe Faletau","M7","BIL",12,9,2,21,1,1,2,NA,NA,NA,NA,2,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"292",16,"Ken Owens","M7","BIL",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"293",17,"Jack McGrath","M7","BIL",1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"294",18,"Kyle Sinckler","M7","BIL",29,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"295",19,"Maro Itoje","M7","BIL",1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"296",20,"Sam Warburton","M7","BIL",NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"297",21,"Rhys Webb","M7","BIL",6,3,17,1,NA,NA,NA,NA,NA,1,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"298",22,"Jonathan Sexton","M7","BIL",NA,3,10,4,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"299",23,"Leigh Halfpenny","M7","BIL",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"300",15,"Ben Smith ","M7","New Zealand",36,9,4,NA,NA,NA,3,2,NA,NA,NA,1,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"301",14,"Israel Dagg","M7","New Zealand",49,10,7,6,1,2,NA,5,1,1,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"302",13,"Ryan Crotty ","M7","New Zealand",17,7,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"303",12,"Sonny Bill Williams","M7","New Zealand",48,17,7,8,1,NA,2,3,NA,2,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"304",11,"Rieko Ioane","M7","New Zealand",86,7,2,6,NA,1,NA,1,NA,NA,3,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"305",10,"Beauden Barrett","M7","New Zealand",31,12,14,3,1,NA,3,4,NA,2,1,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"306",9,"Aaron Smith ","M7","New Zealand",26,7,103,2,3,1,2,NA,NA,2,2,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"307",1,"Joe Moody ","M7","New Zealand",26,6,1,10,1,1,NA,NA,NA,NA,1,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"308",2,"Codie Taylor ","M7","New Zealand",18,3,1,4,1,NA,NA,1,NA,NA,1,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"309",3,"Owen Franks ","M7","New Zealand",7,4,NA,5,1,NA,NA,NA,NA,NA,1,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"310",4,"Brodie Retallick","M7","New Zealand",38,12,3,6,NA,2,NA,1,NA,1,1,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"311",5,"Sam Whitelock","M7","New Zealand",5,7,3,10,1,NA,1,NA,NA,NA,NA,3,1,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"312",6,"Jerome Kaino ","M7","New Zealand",15,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"313",7,"Sam Cane","M7","New Zealand",13,15,10,11,2,2,2,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"314",8,"Kieran Read ","M7","New Zealand",62,19,8,8,1,NA,NA,2,NA,2,1,2,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"315",16,"Nathan Harris ","M7","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"316",17,"Wyatt Crockett ","M7","New Zealand",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"317",18,"Charlie Faumuina ","M7","New Zealand",6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"318",19,"Scott Barrett ","M7","New Zealand",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"319",20,"Ardie Savea ","M7","New Zealand",19,7,NA,4,1,NA,NA,1,NA,NA,NA,1,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"320",21,"TJ Perenara ","M7","New Zealand",NA,NA,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"321",22,"Aaron Cruden ","M7","New Zealand",22,8,17,6,2,NA,1,NA,1,2,NA,NA,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"322",23,"Anton Lienert-Brown ","M7","New Zealand",34,7,4,4,1,NA,NA,1,NA,NA,1,1,NA,"data/html/M7-British & Irish Lions _ New Zealand v British & Irish Lions – 1st Test.htm"
"323",15,"Jack Nowell","M8","BIL",63,14,6,4,1,NA,1,3,NA,2,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"324",14,"Tommy Seymour","M8","BIL",64,7,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"325",13,"Jonathan Joseph","M8","BIL",33,4,1,9,1,NA,NA,3,NA,NA,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"326",12,"Robbie Henshaw","M8","BIL",NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"327",11,"George North","M8","BIL",75,13,NA,4,NA,NA,1,5,NA,NA,2,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"328",10,"Dan Biggar","M8","BIL",23,8,22,11,2,1,1,1,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"329",9,"Greig Laidlaw","M8","BIL",47,1,95,3,3,NA,3,NA,1,1,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"330",1,"Joe Marler","M8","BIL",8,8,1,11,NA,1,NA,1,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"331",2,"Rory Best","M8","BIL",1,5,2,18,2,1,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"332",3,"Dan Cole","M8","BIL",6,6,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"333",4,"Iain Henderson","M8","BIL",49,13,2,6,1,1,1,3,1,NA,3,1,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"334",5,"Courtney Lawes","M8","BIL",14,9,1,9,NA,NA,1,2,NA,NA,NA,2,1,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"335",6,"James Haskell","M8","BIL",7,11,2,17,NA,1,NA,1,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"336",7,"Justin Tipuric","M8","BIL",11,5,7,24,NA,NA,1,NA,NA,3,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"337",8,"CJ Stander","M8","BIL",26,16,NA,14,NA,NA,NA,1,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"338",16,"Kristian Dacey","M8","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"339",17,"Allan Dell","M8","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"340",18,"Tomas Francis","M8","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"341",19,"Cory Hill","M8","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"342",20,"George Kruis","M8","BIL",1,4,NA,11,NA,NA,NA,NA,NA,NA,NA,2,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"343",21,"Gareth Davies","M8","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"344",22,"Finn Russell","M8","BIL",2,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"345",23,"Leigh Halfpenny","M8","BIL",65,7,4,4,NA,NA,1,3,1,NA,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"346",15,"Jordie Barrett","M8","Hurricanes",132,18,21,5,1,NA,1,3,1,2,NA,1,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"347",14,"Nehe Milner-Skudder","M8","Hurricanes",21,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"348",13,"Vince Aso","M8","Hurricanes",25,5,5,6,1,NA,NA,NA,NA,1,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"349",12,"Ngani Laumape","M8","Hurricanes",125,11,2,5,4,NA,2,2,NA,1,4,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"350",11,"Julian Savea ","M8","Hurricanes",37,7,5,1,NA,NA,NA,4,1,3,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"351",10,"Otere Black ","M8","Hurricanes",6,3,15,3,1,NA,2,NA,NA,1,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"352",9,"Te Toiroa Tahuriorangi ","M8","Hurricanes",NA,2,54,6,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"353",1,"Ben May ","M8","Hurricanes",3,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"354",2,"Ricky Riccitelli ","M8","Hurricanes",4,8,3,13,3,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"355",3,"Jeff Toomaga-Allen","M8","Hurricanes",12,8,1,12,2,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"356",4,"Mark Abbott","M8","Hurricanes",18,15,5,17,3,NA,2,1,NA,1,NA,3,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"357",5,"Sam Lousi","M8","Hurricanes",8,9,7,19,NA,1,1,NA,NA,2,NA,2,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"358",6,"Vaea Fifita","M8","Hurricanes",54,17,5,15,3,NA,NA,NA,NA,1,1,5,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"359",7,"Callum Gibbins","M8","Hurricanes",15,10,3,19,1,1,2,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"360",8,"Brad Shields ","M8","Hurricanes",32,8,3,13,1,NA,1,1,1,NA,1,1,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"361",16,"Leni Apisai ","M8","Hurricanes",2,5,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"362",17,"Chris Eves ","M8","Hurricanes",NA,4,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"363",18,"Michael Kainga","M8","Hurricanes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"364",19,"James Blackwell","M8","Hurricanes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"365",20,"Reed Prinsep ","M8","Hurricanes",13,6,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"366",21,"Kemara Hauiti-Parapara ","M8","Hurricanes",16,3,14,2,NA,NA,NA,NA,NA,NA,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"367",22,"Wes Goosen ","M8","Hurricanes",9,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"368",23,"Cory Jane ","M8","Hurricanes",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M8-British & Irish Lions _ Hurricanes v British & Irish Lions.html"
"369",15,"Liam Williams","M9","BIL",17,6,3,3,NA,NA,2,NA,1,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"370",14,"Anthony Watson","M9","BIL",32,6,NA,4,NA,NA,NA,1,NA,NA,1,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"371",13,"Jonathan Davies","M9","BIL",25,8,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"372",12,"Owen Farrell","M9","BIL",8,2,10,6,1,NA,NA,3,NA,1,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"373",11,"Elliot Daly","M9","BIL",16,7,3,3,1,NA,3,1,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"374",10,"Jonathan Sexton","M9","BIL",2,3,14,7,NA,NA,3,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"375",9,"Conor Murray","M9","BIL",14,3,46,6,1,NA,1,1,NA,NA,1,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"376",1,"Mako Vunipola","M9","BIL",7,2,NA,7,1,NA,NA,2,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"377",2,"Jamie George","M9","BIL",14,3,1,7,1,NA,1,1,NA,NA,1,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"378",3,"Tadhg Furlong","M9","BIL",5,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"379",4,"Maro Itoje","M9","BIL",11,8,4,15,3,1,1,NA,NA,1,NA,3,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"380",5,"Alun Wyn Jones","M9","BIL",6,5,2,9,NA,NA,NA,NA,NA,NA,1,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"381",6,"Sam Warburton","M9","BIL",8,3,2,9,NA,NA,NA,NA,NA,1,1,4,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"382",7,"Sean O'Brien","M9","BIL",19,9,2,12,1,NA,NA,1,NA,1,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"383",8,"Taulupe Faletau","M9","BIL",22,4,5,12,1,NA,NA,3,NA,NA,1,1,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"384",16,"Ken Owens","M9","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"385",17,"Jack McGrath","M9","BIL",3,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"386",18,"Kyle Sinckler","M9","BIL",1,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"387",19,"Courtney Lawes","M9","BIL",8,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"388",20,"CJ Stander","M9","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"389",21,"Rhys Webb","M9","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"390",22,"Ben Te'o","M9","BIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"391",23,"Jack Nowell","M9","BIL",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"392",15,"Israel Dagg","M9","New Zealand",45,11,NA,1,1,NA,2,NA,NA,NA,1,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"393",14,"Waisake Naholo ","M9","New Zealand",31,7,2,3,1,NA,NA,1,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"394",13,"Anton Lienert-Brown","M9","New Zealand",17,6,2,3,1,NA,NA,2,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"395",12,"Sonny Bill Williams","M9","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"396",11,"Rieko Ioane","M9","New Zealand",21,4,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"397",10,"Beauden Barrett","M9","New Zealand",27,8,7,4,1,1,NA,3,NA,NA,NA,1,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"398",9,"Aaron Smith ","M9","New Zealand",1,1,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"399",1,"Joe Moody ","M9","New Zealand",3,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"400",2,"Codie Taylor ","M9","New Zealand",6,8,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"401",3,"Owen Franks ","M9","New Zealand",NA,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"402",4,"Brodie Retallick","M9","New Zealand",15,4,2,5,NA,NA,NA,NA,NA,NA,NA,4,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"403",5,"Sam Whitelock ","M9","New Zealand",NA,3,2,6,NA,NA,NA,NA,NA,1,NA,1,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"404",6,"Jerome Kaino ","M9","New Zealand",3,1,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"405",7,"Sam Cane ","M9","New Zealand",3,5,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"406",8,"Kieran Read","M9","New Zealand",9,12,5,4,1,NA,1,NA,NA,1,NA,2,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"407",16,"Nathan Harris ","M9","New Zealand",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"408",17,"Wyatt Crockett ","M9","New Zealand",NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"409",18,"Charlie Faumuina ","M9","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"410",19,"Scott Barrett ","M9","New Zealand",3,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"411",20,"Ardie Savea ","M9","New Zealand",21,5,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"412",21,"TJ Perenara ","M9","New Zealand",NA,NA,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"413",22,"Aaron Cruden ","M9","New Zealand",7,2,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"414",23,"Ngani Laumape ","M9","New Zealand",23,4,NA,3,2,1,1,NA,NA,NA,NA,NA,NA,"data/html/M9-British & Irish Lions _ New Zealand v British & Irish Lions – 2nd Test.html"
"415",15,"Liam Williams","M10","BIL",66,10,1,1,1,NA,4,3,NA,2,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"416",14,"Anthony Watson","M10","BIL",54,10,NA,4,1,NA,2,5,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"417",13,"Jonathan Davies","M10","BIL",29,8,3,6,2,1,1,1,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"418",12,"Owen Farrell","M10","BIL",20,3,14,8,5,1,3,1,NA,3,1,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"419",11,"Elliot Daly","M10","BIL",42,8,1,1,1,NA,1,1,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"420",10,"Jonathan Sexton","M10","BIL",37,8,13,7,2,NA,2,NA,NA,1,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"421",9,"Conor Murray","M10","BIL",6,1,66,2,2,NA,NA,NA,NA,2,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"422",1,"Mako Vunipola","M10","BIL",6,10,1,6,NA,1,NA,NA,NA,1,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"423",2,"Jamie George","M10","BIL",1,4,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"424",3,"Tadhg Furlong","M10","BIL",8,4,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"425",4,"Maro Itoje","M10","BIL",27,10,2,4,NA,NA,NA,1,NA,NA,NA,1,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"426",5,"Alun Wyn Jones","M10","BIL",4,5,1,9,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"427",6,"Sam Warburton","M10","BIL",NA,1,2,6,NA,2,NA,NA,NA,NA,NA,2,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"428",7,"Sean O'Brien","M10","BIL",5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"429",8,"Taulupe Faletau","M10","BIL",9,7,4,9,NA,NA,2,1,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"430",16,"Ken Owens","M10","BIL",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"431",17,"Jack McGrath","M10","BIL",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
